1002,Armure en pierre/Épée/Armure en pierre/Rubis/Rat/Grappin/Fumigène/Lait/Potion de soin/Vers,0,Jour 1; 10926
1622,Armure en pierre/Épée/Armure en pierre/Rubis/Rat/Grappin/Fumigène/Lait/Potion de soin/Vers,0,Jour 1; 10926
2401,Armure en pierre/Épée/Armure en pierre/Rubis/Rat/Grappin/Fumigène/Lait/Potion de soin/Vers,0,Jour 1; 10926
4557,Armure en pierre/Épée/Armure en pierre/Rubis/Rat/Grappin/Fumigène/Lait/Potion de soin/Vers,0,Jour 1; 10926
4599,Armure en pierre/Épée/Armure en pierre/Rubis/Rat/Grappin/Fumigène/Lait/Potion de soin/Vers,0,Jour 1; 10926
553,Armure en pierre/Épée/Armure en pierre/Rubis/Rat/Grappin/Fumigène/Lait/Potion de soin/Vers,0,Jour 1; 10926
666,Armure en pierre/Épée/Armure en pierre/Rubis/Rat/Grappin/Fumigène/Lait/Potion de soin/Vers,6,"Jour 1; Une longue journée en montagne; C'était une longue journée de marcheJour 2; Devant moi se trouvait une rivière de lave, impossible de continuer sans traverser; Heureusement, j'avais de quoi me protéger; Un peu d'eau fraîche avec cette chaleur, un plaisirJour 3; Des créatures ailées des enfers me pourchassaient; Je n'ai pu que fuir le plus vite possible et me cacher pendant plusieurs heures pour leur échapperJour 4; Une salle éclairée par quelques rayons de lumière qui passent à travers des trous dans le plafond. Au centre, une table en pierre, et dans un coin de la pièce, une chèvre semble vivre ici depuis un moment; Ne sachant pas quoi faire, j'ai libéré la chèvre"
Aazzidy,Armure en pierre/Épée/Armure en pierre/Rubis/Rat/Grappin/Fumigène/Lait/Potion de soin/Vers,13,"Jour 1; Un collectionneur, il devrait pouvoir m'acheter quelques broutilles; À la vu de la chèvre le collectionneur a refusé de me parler et à fermé boutiqueJour 2; Je me baladais dans un marché, au milieu de la foule, quand j'ai entendu un cri dans ma direction 'Au voleur !'; Heureusement, j'avais de quoi me défendre ! Il est reparti bredouilleJour 3; Des loups !; Les loups ont bizarrement fui à en nous voyantJour 4; Un bon endroit pour faire une pause; Un petit casse-croûte avant de reprendre la route; Il était temps de reprendre la routeJour 5; Devant moi se trouvait une rivière de lave, impossible de continuer sans traverser; Heureusement, j'avais de quoi me protéger; Un peu d'eau fraîche avec cette chaleur, un plaisirJour 6; Un dragon dormait juste devant moi. Derrière lui se trouvait un trésor d'une valeur inestimable. Repartir vivant avec quelques pierres précieuses, c'était l'assurance d'une vie paisible; J'ai réussi à me faufiler. Mais je n'avais pas de place dans mon sac...; J'ai réussi à me faufiler sans un bruit et à récupérer quelque chose"
addo-solitudo-voluptatem-demo-theatrum-apostolus,Armure en pierre/Épée/Armure en pierre/Rubis/Rat/Grappin/Fumigène/Lait/Potion de soin/Vers,7,"Jour 1; Une falaise se dressait devant moi; Je devrais pouvoir m'en sortir, mais l'ascension ne serait pas facileJour 2; Une longue journée en montagne; C'était une longue journée de marcheJour 3; Une journée de balade en forêt; C'était une longue journée de marcheJour 4; Une chasseuse de trésors s'est présentée à moi; Elle m'a donnée une carte au trésor et m'a demandée de revenir la voir si je trouvais quelque chose; GET 553GET 1622GET undique-ancilla-uberrime-sol-quas-contegoGET addo-solitudo-voluptatem-demo-theatrum-apostolusGET calamitas-tumultus-articulus-titulus-coerceo-vulgoJour 5; Un bon endroit pour faire une pause; Un petit casse-croûte avant de reprendre la route; Il était temps de reprendre la routeJour 6; Un château abandonné au milieu d'une forêt; Il ne semblait n'y avoir personne dans ce château, je pourrais peut-être trouver un endroit où m'installer pour la nuit; J'entendais un bruit provenant du sous-sol du château, on aurait dit des bruits de pas et de métal qui s'entrechoquaient; En arrivant au sous-sol, je suis tombé·e sur des armures animées par la magie, elles protégeaient probablement quelque chose; J'ai poussé une porte piégée et une flèche sortie d'un mur s'est plantée directement dans mon ventre, je vais peut-être mourir ici"
adimpleo-adficio-amplus-ascit-volva-contra,Armure en pierre/Épée/Armure en pierre/Rubis/Rat/Grappin/Fumigène/Lait/Potion de soin/Vers,9,"Jour 1; Une longue journée en montagne; C'était une longue journée de marcheJour 2; Une falaise se dressait devant moi; Je devrais pouvoir m'en sortir, mais l'ascension ne serait pas facileJour 3; Une journée de balade en forêt; C'était une longue journée de marcheJour 4; Un bon endroit pour faire une pause; Un petit casse-croûte avant de reprendre la route; Il était temps de reprendre la routeJour 5; Un dragon dormait juste devant moi. Derrière lui se trouvait un trésor d'une valeur inestimable. Repartir vivant avec quelques pierres précieuses, c'était l'assurance d'une vie paisible; J'ai réussi à me faufiler. Mais je n'avais pas de place dans mon sac...; J'ai réussi à me faufiler sans un bruit et à récupérer quelque chose"
