1002,Armure en pierre/Lait/Bouclier en bois/Baguette de pain/Gourde d'eau/Hibou/Dague/Torche/Fiole remplie de luciole/Viandes séchées,0,Jour 1; 13988
1622,Armure en pierre/Lait/Bouclier en bois/Baguette de pain/Gourde d'eau/Hibou/Dague/Torche/Fiole remplie de luciole/Viandes séchées,0,Jour 1; 13988
2401,Armure en pierre/Lait/Bouclier en bois/Baguette de pain/Gourde d'eau/Hibou/Dague/Torche/Fiole remplie de luciole/Viandes séchées,0,Jour 1; 13988
4557,Armure en pierre/Lait/Bouclier en bois/Baguette de pain/Gourde d'eau/Hibou/Dague/Torche/Fiole remplie de luciole/Viandes séchées,0,Jour 1; 13988
4599,Armure en pierre/Lait/Bouclier en bois/Baguette de pain/Gourde d'eau/Hibou/Dague/Torche/Fiole remplie de luciole/Viandes séchées,0,Jour 1; 13988
553,Armure en pierre/Lait/Bouclier en bois/Baguette de pain/Gourde d'eau/Hibou/Dague/Torche/Fiole remplie de luciole/Viandes séchées,0,Jour 1; 13988
666,Armure en pierre/Lait/Bouclier en bois/Baguette de pain/Gourde d'eau/Hibou/Dague/Torche/Fiole remplie de luciole/Viandes séchées,6,"Jour 1; Une longue journée en montagne; C'était une longue journée de marcheJour 2; Devant moi se trouvait une rivière de lave, impossible de continuer sans traverser; Heureusement, j'avais de quoi me protéger; Un peu d'eau fraîche avec cette chaleur, un plaisirJour 3; Des créatures ailées des enfers me pourchassaient; Je n'ai pu que fuir le plus vite possible et me cacher pendant plusieurs heures pour leur échapperJour 4; Une salle éclairée par quelques rayons de lumière qui passent à travers des trous dans le plafond. Au centre, une table en pierre, et dans un coin de la pièce, une chèvre semble vivre ici depuis un moment; Ne sachant pas quoi faire, j'ai libéré la chèvre; Je ne pouvais malheureusement pas la prendre avec moi, je vais la laisser faire sa vie"
Aazzidy,Armure en pierre/Lait/Bouclier en bois/Baguette de pain/Gourde d'eau/Hibou/Dague/Torche/Fiole remplie de luciole/Viandes séchées,10,"Jour 1; Un collectionneur, il devrait pouvoir m'acheter quelques broutilles; Je n'avais rien pour lui malheureusementJour 2; Je me baladais dans un marché, au milieu de la foule, quand j'ai entendu un cri dans ma direction 'Au voleur !'; Heureusement, j'avais de quoi me défendre ! Il est reparti bredouilleJour 3; Des loups !; Ils étaient trop nombreux pour moi...; Mais mon animal m'a permis faire diversion et de m'échapperJour 4; Un bon endroit pour faire une pause; J'avais pu rallumer ce vieux feu de camp; C'était le bon moment pour un bon repas; Il était temps de reprendre la routeJour 5; Devant moi se trouvait une rivière de lave, impossible de continuer sans traverser; Heureusement, j'avais de quoi me protéger; Un peu d'eau fraîche avec cette chaleur, un plaisirJour 6; Un dragon dormait juste devant moi. Derrière lui se trouvait un trésor d'une valeur inestimable. Repartir vivant avec quelques pierres précieuses, c'était l'assurance d'une vie paisible; Je tenais à ma vie, il fallait que je parte rapidement d'ici"
addo-solitudo-voluptatem-demo-theatrum-apostolus,Armure en pierre/Lait/Bouclier en bois/Baguette de pain/Gourde d'eau/Hibou/Dague/Torche/Fiole remplie de luciole/Viandes séchées,17,"Jour 1; Une falaise se dressait devant moi; Je ferais mieux de trouver un nouveau passageJour 2; Une longue journée en montagne; C'était une longue journée de marcheJour 3; Une journée de balade en forêt; C'était une longue journée de marcheJour 4; Une chasseuse de trésors s'est présentée à moi; Elle m'a donnée une carte au trésor et m'a demandée de revenir la voir si je trouvais quelque chose; GET 553GET 1622GET undique-ancilla-uberrime-sol-quas-contegoGET addo-solitudo-voluptatem-demo-theatrum-apostolusGET calamitas-tumultus-articulus-titulus-coerceo-vulgoJour 5; Un bon endroit pour faire une pause; J'avais pu rallumer ce vieux feu de camp; C'était le bon moment pour un bon repas; Il était temps de reprendre la routeJour 6; Un château abandonné au milieu d'une forêt; Il ne semblait n'y avoir personne dans ce château, je pourrais peut-être trouver un endroit où m'installer pour la nuit; Je me suis installé·e dans une chambre à l'abri du vent et allumé un feu; J'entendais un bruit provenant du sous-sol du château, on aurait dit des bruits de pas et de métal qui s'entrechoquaient; En arrivant au sous-sol, je suis tombé·e sur des armures animées par la magie, elles protégeaient probablement quelque chose; J'ai poussé une porte piégée et une flèche sortie d'un mur s'est plantée dans mon bouclier; Derrière la porte se trouvait une salle au trésor, j'y ai trouvé une petite statuette en or particulièrement sublime; Je ne pouvais malheureusement pas l'emporter avec moiJour 7; Il faisait vraiment très sombre ici; J'avais de quoi m'éclairer"
adimpleo-adficio-amplus-ascit-volva-contra,Armure en pierre/Lait/Bouclier en bois/Baguette de pain/Gourde d'eau/Hibou/Dague/Torche/Fiole remplie de luciole/Viandes séchées,11,"Jour 1; Une longue journée en montagne; C'était une longue journée de marcheJour 2; Une falaise se dressait devant moi; Je ferais mieux de trouver un nouveau passageJour 3; Une journée de balade en forêt; C'était une longue journée de marcheJour 4; Un bon endroit pour faire une pause; J'avais pu rallumer ce vieux feu de camp; C'était le bon moment pour un bon repas; Il était temps de reprendre la routeJour 5; Un dragon dormait juste devant moi. Derrière lui se trouvait un trésor d'une valeur inestimable. Repartir vivant avec quelques pierres précieuses, c'était l'assurance d'une vie paisible; Je tenais à ma vie, il fallait que je parte rapidement d'ici"
admitto-natus-cubo-censura-antepono-condico,Armure en pierre/Lait/Bouclier en bois/Baguette de pain/Gourde d'eau/Hibou/Dague/Torche/Fiole remplie de luciole/Viandes séchées,10,"Jour 1; Un chasseur de trésors s'est présenté à moi; Il m'a donné une carte au trésor et m'a demandé de revenir le voir si je trouvais quelque chose; GET tertius-alioqui-quasi-tergum-vitae-arcessoGET quia-cibo-cruentus-vestrum-ipsa-araneaGET corroboro-virga-celer-candidus-coma-ciminatioGET addo-solitudo-voluptatem-demo-theatrum-apostolusJour 2; Un château abandonné au milieu d'une forêt; Il ne semblait n'y avoir personne dans ce château, je pourrais peut-être trouver un endroit où m'installer pour la nuit; Je me suis installé·e dans une chambre à l'abri du vent et allumé un feu; J'entendais un bruit provenant du sous-sol du château, on aurait dit des bruits de pas et de métal qui s'entrechoquaient; En arrivant au sous-sol, je suis tombé·e sur des armures animées par la magie, elles protégeaient probablement quelque chose; J'ai poussé une porte piégée et une flèche sortie d'un mur s'est plantée dans mon bouclier; Derrière la porte se trouvait une salle au trésor, j'y ai trouvé une petite statuette en or particulièrement sublime; Je ne pouvais malheureusement pas l'emporter avec moiJour 3; Une journée de balade en forêt; C'était une longue journée de marcheJour 4; Des loups !; Ils étaient trop nombreux pour moi...; Mais mon animal m'a permis faire diversion et de m'échapper"
adnuo-fuga-utrum-socius-advenio-turpis,Armure en pierre/Lait/Bouclier en bois/Baguette de pain/Gourde d'eau/Hibou/Dague/Torche/Fiole remplie de luciole/Viandes séchées,8,"Jour 1; Je me baladais dans un marché, au milieu de la foule, quand j'ai entendu un cri dans ma direction 'Au voleur !'; Heureusement, j'avais de quoi me défendre ! Il est reparti bredouilleJour 2; Un collectionneur, il devrait pouvoir m'acheter quelques broutilles; Je n'avais rien pour lui malheureusementJour 3; Un bon endroit pour faire une pause; J'avais pu rallumer ce vieux feu de camp; C'était le bon moment pour un bon repas; Il était temps de reprendre la routeJour 4; Devant moi se trouvait une rivière de lave, impossible de continuer sans traverser; Heureusement, j'avais de quoi me protéger; Un peu d'eau fraîche avec cette chaleur, un plaisirJour 5; Un village; Il y avait un grand bûcher au milieu d'un village, où ils pratiquaient la chasse aux sorciers; Ils ont trouvé du matériel de sorcier dans mes affaires, c'est fini pour moi !"
